,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
194612,3.99,5.84,2.93,-0.37,5.33,-0.05,7.41,4.14,5.72,4.43,5.74,7.62,3.99,3.54,5.17,1.63,6.15,7.18,4.08,7.69,4.53,4.37,4.95,4.59,5.49
194701,9.77,4.94,7.74,3.67,2.75,7.32,4.82,0.91,1.72,2.84,5.76,5.83,1.98,0.82,1.07,6.89,3.74,1.34,-1.09,-1.45,2.98,8.39,2.16,0.3,-3.25
194702,0.36,-0.56,-0.2,0.7,3.88,-0.68,-0.27,-1.05,-0.96,1.66,-2.12,-2.37,-1.36,-0.14,-0.67,-0.31,-0.95,0.84,-0.31,-1.47,-2.52,0.09,-1.37,-0.48,-2.75
194703,-5.62,-3.81,-4.71,-0.73,-3.02,-7.7,-4.54,-2.16,-3.77,-2.3,-4.49,-1.9,-3.24,-0.71,-1.2,-3.94,-3.28,-1.18,-0.61,-1.73,-7.21,-2.89,-1.2,-1.11,0.28
194704,-13.31,-9.95,-9.29,-9.6,-8.28,-10.84,-10.67,-7.1,-6.17,-6.13,-12.06,-9.45,-8.24,-4.61,-7.74,-9.92,-7.58,-6.76,-7.14,-6.46,-8.73,-6.42,-3.67,-2.65,-4.54
194705,-7.43,-7.51,-3.72,-2.65,-3.29,-7.27,-3.42,-4.12,-3.49,-5.64,-4.62,-4.19,-3.98,-4.66,-2.41,-4.73,-3.62,-1.94,-4.42,-1.28,-3.95,-1.03,1.22,-0.31,-0.29
194706,7.56,6.3,5.42,3.57,1.64,4.24,6.26,5.77,5.62,4.15,5.94,5.72,4.31,4.87,3.25,7.16,6.53,5.45,6.54,6.11,4.63,7.06,5.87,5.83,4.56
194707,8.7,7.16,5.75,6.17,9.13,6.68,7.92,6.9,5.37,2.6,7.1,6.02,5.5,5.36,9.22,14.51,7.5,5.71,3.91,5.09,8.93,5.89,5.23,4.36,2.46
194708,-3.87,-4.42,-2.16,-0.84,2.81,-2.71,-2.05,-1.32,-0.18,2.69,-2.93,-2.44,-0.19,-0.01,-0.09,-4.54,-1.45,-2.08,-0.61,-1.87,-6.88,-3.37,-3.55,-0.65,-1.74
194709,0.24,0.95,0.72,2.32,2.52,0.59,1.64,0.87,1.57,4.13,0.64,0.18,-0.76,0.94,2.49,1.52,-0.89,-0.34,-0.65,2.8,1.88,-1.26,0.05,-1.34,-0.86
194710,4.44,6.71,9.17,2.52,1.81,3.15,3.21,2.88,3.4,5.72,3.67,4.29,2.44,2.53,4,-0.25,1.19,2.04,2.78,3.11,-0.31,1.41,2.12,2.97,3.1
194711,-4.83,-1.92,-0.23,-1.06,-0.93,-7.5,-5.98,-4.12,-1.54,-1.95,-4.99,-3.55,-2.97,-1.75,-0.32,-8.04,-3.93,-3.22,-2.5,1.74,-2.37,-4.67,-2.11,0.15,-1.66
194712,-0.33,-0.84,0.51,0.18,6.25,2.02,-1.22,2.21,2.31,4.71,-0.34,1.84,1.09,2.26,4.04,-2.63,2.46,2.8,3.2,5.98,1.24,2.39,2.26,4.58,3.75
194801,3.27,2.86,-3.14,0.01,-3.81,0.15,0.39,-3.24,-2.74,-3.29,0.01,-1.97,-2.07,-2.19,-4.35,-0.16,-0.12,-2.56,-2.79,-4.7,-0.72,-2.6,-3.43,-4.94,-6.23
194802,-8.95,-6.53,-6.27,-4.4,-7.88,-7.77,-6.81,-5.8,-5.45,-7.91,-9.01,-6.58,-4.49,-4.04,-5.68,-5.81,-5.71,-4.52,-5.72,-5.36,-6.37,-4.26,-3.16,-4.3,-3.65
194803,11.88,7.35,11,11.24,10.94,9.75,7.68,8.76,8.39,8.87,10.9,9.15,8.56,8.26,11.26,15.35,10.5,6.76,8.9,10.65,12.28,8.91,5.57,8.03,9.58
194804,2.57,5.1,5.49,7.89,6.68,-1.01,4.91,3.1,3.53,4.47,3.79,2.74,2.19,3.46,6.87,0.37,4.34,3.89,4,7.82,0.08,1.11,1.39,4.46,7.01
194805,11.34,5.72,9.78,10.42,8.59,9.66,7.58,9.47,9.78,9.57,9.03,8.18,7.28,7.7,8.63,9.04,7.1,7.22,8.13,10.12,4.47,6.9,8.03,5.8,8.93
194806,-3.58,-2.65,-3.9,-0.38,5.16,-6.18,-2.72,-2.56,-0.44,2.34,-3,-3.47,-1.37,0.24,1.99,-2.95,-2.68,0.18,-2.06,-0.68,-2.56,-0.13,0.59,1.14,2.26
194807,-7.37,-5.12,-3.32,-5.35,-7,-4.16,-3.38,-6.83,-3.72,-6.48,-6.87,-2.03,-5.57,-6.2,-5.63,-6.36,-4.17,-5.29,-5.5,-3.99,-2.9,-3.86,-5.69,-5.51,-6.69
194808,-2,-0.65,-1.95,-0.85,-0.62,-2.6,-0.28,-0.18,-0.11,1.5,-1.38,0.32,1,-0.15,0.17,1.96,0.05,-0.24,0.8,0.02,1.97,-0.08,1.06,-0.29,0.47
194809,-7.97,-2.31,-5.04,-5.1,-3.94,-4.03,-2.65,-2.1,-3.51,-5.65,-4.84,-3.84,-4.38,-3.68,-4.9,-5.32,-3.78,-3.59,-5.51,-4.61,-3.5,-0.97,-2.19,-2.76,-4.58
194810,4.36,5.21,2.9,7.79,7.78,2.26,4.33,4.63,7.56,7,3.63,3.74,4.95,4.3,5.45,7.04,5.55,4.36,5.58,6,4.4,4.51,4.44,8.33,7.49
194811,-14.57,-9.39,-8.3,-9.85,-12.1,-13.79,-9.15,-9.65,-9.72,-13.55,-15.13,-9.33,-9.36,-8.23,-10.28,-10.68,-10.5,-10.45,-9.56,-10.47,-7.75,-8.17,-7.47,-9.18,-10.64
194812,-3.69,-3.48,-1.57,0.63,2.07,-1.11,-1.06,-1.02,2.25,5.62,0.7,0.7,2.05,2.11,3.65,2.67,1.29,2.58,1.82,4.14,-0.23,5.02,2.66,3.41,5.02
194901,7.44,3.8,4.91,2.09,0.56,3.37,3.27,1.08,1.26,1.84,2.27,0.66,1.16,0.67,-0.36,2.71,1.83,0.85,1.98,0.73,5.12,1.42,0.58,-0.4,-2.21
194902,-5.44,-4.36,-6.06,-4.34,-4.66,-4.65,-5.1,-7.43,-2.72,-5.8,-4.71,-5.92,-3.05,-3.94,-4.94,-3.25,-2.72,-1.83,-2.9,-3.35,-2.68,-1.09,-2.42,-1.93,-4.07
194903,8.11,5.8,5.67,7.66,9.75,7.78,5.95,5.95,4.51,7.73,9.25,7.41,6.3,5.08,6.27,6.14,5.07,4.37,4.92,4.7,5.02,4.06,2.52,4.11,4.32
194904,-5.23,-2.85,-1.49,-1.19,-2.96,-5.05,-3.69,-4.16,-2.69,-0.94,-6.63,-4.4,-2.55,-3.55,-2.38,-6.69,-5.08,-2.84,-2.93,-0.95,1.96,-3.13,-0.65,-1.45,-1.25
194905,-9.03,-8.46,-4.48,-3.21,-7.73,-6.65,-5.45,-4.46,-4.25,-2.75,-8.38,-3.98,-3.06,-3.51,-2.31,-3.16,-2.53,-2.64,-2.73,-1.06,-5.29,-4.22,-3.76,-2.36,-1.49
194906,-0.53,-1.53,-1.75,0.23,0.53,1.15,-1.79,-2.58,-3.36,-2.09,-0.92,-0.76,-2.93,-1.21,-1.44,0.89,-0.17,-2.27,0.03,0.13,-0.52,3.32,0.1,0.66,-0.4
194907,6.22,5.81,5.47,4.18,6.89,7.02,7.38,5.62,5.64,7.31,8.27,6.27,7.95,5.16,6.31,6.53,7.8,6.22,6.63,5.05,7.63,6.49,5.87,5.79,4.05
194908,2.18,1.25,3.15,3.22,3.16,1.6,0.99,2.52,3.93,5.13,3.7,2.22,4.56,2.73,1.93,3.45,1.54,2.08,0.88,2.68,3.18,3.05,3.37,2.09,3.39
194909,5.73,3.13,1.35,3.5,3.23,5.52,5.7,3.7,3.28,5.55,5.06,3,3.03,3.9,6.18,6.54,5.6,3.68,3.87,3.58,7.09,3.38,2.94,2.11,3.47
194910,6.83,7.23,4.01,5.53,5.31,3.19,3.98,2.87,3.47,4.19,3.17,3.26,4.41,3.21,3.93,1.42,2.55,1.96,2.6,3.87,3.65,2.91,3.27,3.06,3.67
194911,-2.19,1.45,-1.28,-1.2,-4.6,-1.33,1.13,0.46,0.12,3.48,0.77,-0.13,1.35,1.19,3.35,-0.11,2.05,1.53,2.76,2.31,1.03,-0.51,1.41,2.6,3.49
194912,9.76,6.05,8.83,6.48,7.03,7.18,7.56,6.61,7.2,6.52,8.56,10.55,5.38,6.55,7.17,10.05,6.17,5.03,5.85,6.46,4.52,4.44,3.28,6.3,5.48
195001,7.56,7.51,4.7,5.5,6.14,8.02,5.13,3.55,0.53,4.46,4.76,3.7,4.98,4.02,4.47,6.09,2.91,2.23,1.72,1.4,3.67,1.94,0.45,1.21,1.74
195002,3.15,0.08,2.03,2.98,4.55,1.47,3.21,0.31,1.29,2.91,-0.6,0.05,2.04,0.97,2.2,0.45,0.51,1.44,1.58,4.04,-0.5,0.53,1.38,2.36,2.25
195003,-2.09,-0.67,-1.01,2.92,-0.54,-2.07,-1.45,-1.44,-1.46,0.23,-1.81,-0.7,0.06,-0.41,2.51,-1.13,1.84,-1.23,0.01,0.44,2.3,1.94,0.97,2.62,0.76
195004,9.96,6.9,5.94,2.99,0.85,6.1,4.26,6.58,4.36,5.38,5.18,4.98,5.71,5.25,4.35,5.51,3.48,4.02,3.07,4.6,3.51,2.28,3.16,3.38,8.01
195005,3.81,-2.11,4.13,3.56,2.88,3.6,2.51,4.31,2.21,3.06,2.73,3.36,3.43,4.28,2.54,1.92,1.73,1.21,2.74,3.07,4.97,4.5,4.63,4.41,6.1
195006,-6.84,-6.3,-8.59,-8.96,-10.39,-6.79,-7.21,-8.86,-8.21,-9.84,-5.74,-6.98,-6.05,-7.65,-8.53,-6.72,-6.97,-6.64,-8.9,-8.37,-4.78,-4.78,-5.79,-5.97,-5.21
195007,7.83,5.96,10.07,11.01,10.16,6.48,4.59,8.1,7.84,5.58,3.38,7.66,5.76,6.78,0.61,6.21,2.6,-0.23,6.82,1.1,3.18,0.57,3.99,0.1,-1.17
195008,5.03,5.98,4.92,5.37,6.62,4.18,4.64,3.81,5.92,7.45,5.44,4.28,3.55,5.04,7.72,2.43,4.47,4.81,5.77,4.66,1.85,3.41,3.7,5.26,8.4
195009,5.73,3.89,4.73,2.66,3.46,6.91,5.98,6.05,6.61,3.97,6.68,6.28,3.9,6.19,6.82,6.4,6.29,5.94,6.61,7.55,5.49,4.82,3.41,4.4,5.07
195010,-2.1,-0.41,-1.55,1.42,-0.49,-1.65,0.94,0.96,-0.87,2.4,-1.37,-1,-1.73,0.73,-0.94,-1.99,-1.25,-0.09,-0.48,-0.97,-1.8,0.33,-0.24,0.53,1.06
195011,0.39,3.14,2.99,3.78,6.12,-0.46,0.75,4.2,3.3,5.91,1.99,2.24,5.41,2.37,3.04,1.4,2.97,3.36,5.08,6.32,-1.75,1.47,5.53,3.26,1.97
195012,10.16,10.84,10.85,11,18.64,6.35,7.53,8.75,11.58,9.92,4.93,5.38,5.22,8.8,10.77,4.27,6.01,8.92,7.99,11.36,1.02,4.02,6.11,7.77,4.39
195101,9.06,9.02,9.97,9,4.67,9.18,8.52,5.7,8.79,9.61,8.54,7.56,6.3,6.92,14.08,6.92,6.14,8.01,7.47,8.08,4.57,2.11,5.46,6.06,6.77
195102,-0.11,0.23,0.12,-0.34,2.31,1.8,0.78,2.34,1.28,1.07,2.17,1.37,1.18,0.83,-0.22,3.45,1.87,1.06,-0.85,1.44,1.79,2.97,2.44,1.49,-0.82
195103,-3.89,-2.99,-2.5,-5,-8.34,-0.37,-4.03,-2.55,-4.37,-4.06,-2.12,-1.51,-3.85,-5.73,-5.46,-1.44,-1.77,-3.82,-4.79,-4.87,-0.78,-0.46,-2.68,-1.49,-3.29
195104,2.01,3.35,2.49,7.01,4.94,1.33,2.47,3.42,5.5,4.19,1.39,1.42,3.86,5.39,7.4,0.69,3.04,5.51,7.29,7.89,0.45,2.02,6.26,7.45,8.86
195105,-4.07,-2.31,-3.37,-2.94,-2.66,-2.84,-3.93,-1.74,-3.65,-2.19,-2.12,-1.22,-3.12,-1.27,-4.59,-1.22,-1.76,-2.06,-2.88,-2.08,-0.85,-0.85,-2.4,-2.96,-2.86
195106,-4.64,-4.05,-5.85,-6.94,-7.03,-3.94,-3.11,-3.6,-5.98,-9.05,-2.01,-3.83,-5.54,-6.06,-8.74,-2.62,-2.87,-3.59,-5.53,-6.52,-0.99,-1.98,-3.29,-2.63,1.01
195107,1.34,2.34,3.2,6.02,8.11,2.57,5.66,4.81,7.54,11.51,2.32,3.46,5.93,8.58,9.42,4.47,4.47,6.4,10.21,11.86,3.84,5.56,5.35,10.37,12.42
195108,5.29,4.09,5.69,5.51,11.95,4.51,4.03,5.84,5.44,6.43,6.02,3.19,4,6.07,4.79,3.96,3.64,4.28,4.87,3.12,4.52,3.6,5.86,4.85,3.22
195109,2.29,3.15,0.79,5.24,3.15,2.45,3.86,1.57,3.79,3.27,1.67,2.75,2.76,1.68,3.13,0.7,1.89,2.32,3.09,2.4,-0.13,0.74,1.08,1.84,-1.26
195110,-2.08,-2.42,-3.96,-3.33,0.56,-2.98,-0.64,-2.47,-2.09,-3.53,-3.24,-1.87,-3.31,-1.68,-2.75,-0.73,-0.93,-3.36,-3.48,-3.21,-2.44,-1.73,-2.14,-5.1,-0.4
195111,-1.03,-0.74,0.28,0.25,-0.18,-1.02,0.64,-0.02,1.23,1.2,0.59,1.03,0.29,1.44,1.77,2.2,2.35,1.92,2.04,1.84,0.73,0.67,0.15,0.65,0.27
195112,0.64,-1.1,-0.32,0.11,1.08,0.31,1.72,1.13,0.95,2.81,0.54,1.22,0.55,1.41,0.69,1.07,2.19,2.73,1.07,2.86,1.81,1.38,4.76,5.32,5.11
195201,1.01,1.49,3.34,0.85,1.36,0.49,1.7,2.06,3.52,0.94,-0.38,1.56,1.11,0.8,2.6,-0.1,1.84,1.67,0.76,3,1.9,-0.14,0.79,1.13,3.93
195202,-2.87,-1.6,-2.18,-0.43,-1.56,-1.48,-0.68,-0.16,-3.38,-4.74,-3.22,-1.82,-1.1,-1.37,-3.58,-2.43,-0.84,-1.13,-1.21,-2.64,-3.86,-2.34,-1.64,-1.96,-3.73
195203,1.79,1.77,1.3,2.97,2.52,2.45,2.48,2.83,2.89,3.33,3.04,2.5,2.75,3.1,3.53,4.7,3.66,3,3.14,3.19,3.65,3.73,3.93,3.56,7.09
195204,-3.98,-4.63,-3.02,-4.36,-3.36,-4.38,-3.83,-4.07,-4.47,-6.67,-4.62,-3.68,-2.16,-3.21,-7.04,-4.98,-3.51,-5.03,-4.14,-6.49,-4.05,-4.64,-2.39,-3.61,-7.58
195205,1.21,0.8,3.34,0.77,2.29,1.72,1.4,1.54,3.33,2.91,1.87,1.95,1.84,3.36,4.38,3.41,4.62,3.44,1.89,2.32,5.49,2.54,2.89,3.68,3.62
195206,1.81,3.54,3.59,5.25,1.52,2.2,1.86,1.61,2.34,3.65,2.89,3.14,3.05,3.7,3.79,2.91,2.45,3.45,3.62,4.48,2.74,4.25,3.37,4.35,4.89
195207,-0.05,1.93,2.07,0.06,2.46,-0.33,2.31,1.75,0.29,0.84,-0.58,1.69,0.96,1.39,1.7,0.85,2.07,1.75,0.64,1.05,3.45,0.77,1.46,1.14,0.44
195208,-1.51,1.63,-0.2,-0.66,0.74,1.02,-0.29,0.4,0.61,0.7,-0.45,-0.03,-0.73,0.53,0.73,0.2,-0.06,-0.45,0.76,0.06,-1.43,-0.89,-0.62,-0.46,-1.07
195209,-2.36,-1.19,-1.5,1.68,-1.94,-4.3,-1.67,0.52,-1.43,-0.65,-3.2,-1.3,-1.03,-1.62,-0.62,-2.51,-2.68,-0.91,-1.31,-1.25,-4.34,-2.65,-1.91,-1.31,-1.83
195210,-2.41,-0.03,-1.08,0.99,0.73,-4.03,-1.02,-2.42,-0.91,-0.08,-2.27,-1.86,-1.18,-0.37,0.46,-1.57,-1.85,-0.49,-0.78,0.07,-2.8,-1.69,-0.5,0.12,0.16
195211,5.3,3.23,4.64,5.55,4.12,6.18,4.45,3.99,6.05,7.31,6.63,5.36,5.04,6.54,6.48,6.69,4.75,4.58,6.31,5.91,7.18,5.82,6.67,5.11,7.25
195212,0.45,0.26,1.27,2.83,2.14,1.83,2.92,2.83,5.12,2.94,1.09,0.42,2.31,2.92,2.9,2.11,1.52,4.49,3.97,2.1,1.84,2.17,2.69,3.44,4.36
195301,5.45,4.06,5.11,5.05,3.82,4.48,4.47,2.95,4.44,1.85,0.62,2.77,2.41,3.92,2.45,1.11,-0.28,1.26,2.4,1.36,-2.68,-1.61,-0.32,-0.24,-1.11
195302,2.57,3.02,3.98,3.08,3.3,1.85,0.68,1.97,1.31,1.89,-1.16,0.65,1.32,1.45,2.16,0.55,-0.74,0.65,1.39,0.66,-0.22,-0.67,-0.03,-0.53,-0.55
195303,-1.62,0.11,-0.33,-1.56,-2.35,-2.86,-1.72,-1.25,-2.83,-0.95,-1.49,-0.41,-0.9,-0.43,-2.19,-0.41,-1.09,-0.62,-1.1,-1.86,-1.78,-0.91,-0.63,-1.27,-2.05
195304,-2.54,-1.88,-2.25,-1.29,-1.77,-2.59,-1.39,-1.94,-0.7,-2.79,-5.34,-1.13,-1.42,-1.93,-1.77,-3.99,-2.75,-2.1,-1.56,-2.36,-5.32,-3.87,-1.71,-2.24,-1.64
195305,-0.46,2.86,1.19,0.3,0.82,-0.47,0.54,1.1,0.95,1.22,-0.36,-0.21,-0.16,0.36,1.99,-0.08,0.09,0.76,0.8,1.27,0.93,0.74,-0.1,1.09,0.92
195306,-5.52,-4.66,-4.14,-4.44,-4.11,-4.56,-3.76,-3.74,-3.73,-2.37,-4.05,-2.62,-3.42,-2.99,-3.5,-1.27,-2.97,-2.67,-2.36,-2.97,-0.62,-1.38,-1.72,-1.58,-1.42
195307,1.1,0.2,3.51,1.9,2.18,0.98,1.19,1.58,1.98,0.92,1.66,2.19,1.42,1.54,2.16,0.3,1.88,2.17,1.77,0.72,3.37,3.21,2.3,2.37,3.5
195308,-7.61,-7.02,-5.06,-5.04,-4.46,-7.12,-4.92,-5.88,-3.01,-6.33,-7.85,-5.81,-4.69,-4.08,-4.78,-6.09,-5.5,-3.13,-5.2,-4.46,-5.55,-5.33,-3.57,-3.25,-3.46
195309,-5.56,-2.88,-1.79,-2.84,-0.03,-2.79,-1.26,-2.05,-1.21,0.66,-2.22,-1.39,-1.05,-0.89,-0.39,-1.42,0.35,-0.48,0.52,-0.13,-1.68,-0.78,0.77,1.12,2.88
195310,2,4.67,2.35,1.11,1.85,1.82,3.97,2.54,2.77,5.38,3.31,3.49,5.32,4.26,4.96,4.6,3.37,3.65,4.69,5.46,4.44,4.94,5.73,4.14,4.62
195311,1.04,0.07,2.99,5.76,1.42,3.85,1.01,0.93,3.21,2.51,-0.22,1.35,2.14,1.49,2.84,0.68,2.02,3.21,2.76,3.9,1.51,2.07,2.7,3.28,4.51
195312,-5.85,-3.44,-1.99,-1.47,0.17,-7.11,-3.15,-2.5,0.92,1.84,-6.18,-2.37,-0.39,-0.13,1.94,-4.89,-1.55,-0.39,1.34,2.15,-1.96,-1.85,0.35,1.58,0.83
195401,13.38,10.41,8.62,5.42,4.66,10.68,8.14,7.59,3.44,4.19,9.67,8.07,7.04,6.98,3.96,10.13,7.68,6.3,3.78,5.07,8.76,6.8,6.35,2.57,3.85
195402,0.45,-0.21,0.51,1.54,-0.48,-0.86,2.63,1.18,1.57,4.09,-0.2,2.16,1.73,2.8,1.22,0.04,-0.52,1.49,2.08,4.56,2.2,1.03,1.12,1.87,2.37
195403,1.71,2.37,0.99,3.43,4.56,3.31,0.95,2.19,3.17,5.85,2,0.7,1.92,3.22,3.71,3.73,2.45,3.18,3.53,6.18,3.89,1.82,3.2,2.67,6.27
195404,-1.44,0.7,3.01,2.3,2.5,-1.6,0.73,0.52,1.16,1.79,-4.17,0.94,1.41,2.76,5.79,-2.81,-0.3,3.84,3.21,3.78,-2.75,3.16,4.19,5.16,6.73
195405,4.91,4.67,6.2,3.97,0.02,6.14,3.75,2.78,4.07,5.32,8.88,4.98,4.01,3.73,6.14,7.88,5.83,3.27,3.69,2.87,3.29,4.98,3.08,4.12,1.1
195406,0.87,1.78,2.08,-0.28,3.26,-1.53,1.33,2.06,1.66,1.42,-2.06,-0.06,2.73,2.63,2.64,0.45,-0.05,2.05,2,3.34,-4.73,-1.84,0.93,0.18,2.44
195407,13.13,8.46,6.54,7.25,5.14,5.71,6.92,7.32,6.32,9.78,4.57,4.98,7.07,8.49,8.2,5.83,5.3,5.43,7.08,7.52,3.94,6.61,4.06,6.04,3.44
195408,-0.05,1.67,0.69,0.25,0.16,0.7,-0.36,2.05,0.13,-1.89,-1.97,-0.98,-0.47,-2.74,-0.31,-2.49,-2.39,-1.87,-1.96,-0.77,-1.78,-2.47,-0.59,-2.98,-4.03
195409,3.36,3.45,5.8,3.64,2.53,4.68,3.7,4.23,5.78,4.95,4.53,3.12,3.77,4.98,4.43,4.19,4.82,3.99,4.98,6.47,5.82,4.65,6.04,8.64,7.3
195410,-0.12,-0.41,-0.53,0.98,0.62,-2.34,-1.04,0.36,-0.34,-1.97,-1.31,-0.83,0.44,0.1,0.12,-2.79,-1.5,-0.41,-1.81,2.42,-1.33,-1.77,-3.4,-1.89,-0.55
195411,8.95,6.29,8.65,7.61,8.9,11.89,7,6.72,11.26,8.85,8.47,9.59,9.52,9.88,11.44,9.05,9.53,7.62,10.22,12,7.82,6.28,8.3,11.38,10.07
195412,13.35,9.05,9.92,15.4,12.36,11.01,9.68,9.96,8.3,9.33,12.26,9.62,9.55,8.36,6.37,8.79,5.98,5.77,5.76,6.07,7.86,3.31,4.51,5.47,5.49
195501,2.21,3.08,2.53,2.8,2.69,-0.13,1.4,1.72,1.88,3.78,1.21,1.33,0.39,1.41,3.05,-0.16,-0.76,0.82,-0.17,3.32,-0.12,0.89,-1.83,0.72,3.77
195502,7.69,4.05,4.71,9.29,5.57,2.99,3.98,4.12,5.37,6.24,1.65,3.33,3.76,6.25,5.64,1.66,2.97,3.25,4.47,5.01,4.17,2.42,2.99,2.4,3.2
195503,-0.4,0.26,0.23,-1.44,0.58,-0.36,0.44,-0.42,-1.39,2.05,-0.76,-1.36,-0.91,-0.86,2.41,-0.66,-1.35,-0.58,1.01,-0.15,-0.51,-0.14,0.66,-1.07,3.13
195504,2.17,1.81,1.7,3.66,3.57,1.61,2,3.92,2.93,1.01,2.17,1.49,2.35,1.38,2.1,2.84,3.52,2.87,0.62,1.97,2.53,2,3.03,5.21,2.78
195505,2.63,0.96,-0.47,-0.68,-0.53,0.38,0.77,-0.53,-0.38,1.68,-0.24,0.9,0.65,1.1,0.21,0.26,1.16,0.95,1.02,1.72,0.98,0.33,1.33,3.27,0.61
195506,1.13,1.07,4.37,4.84,2.95,1.37,2.93,2.08,4.31,4.64,3.34,2.55,3.04,3.49,3.43,2.19,4.64,4.76,4.79,3.39,4.14,5.68,7.38,10.17,11.72
195507,1.49,0.13,2.11,2.18,0.88,1.07,1.83,1.59,1.03,-0.37,-0.64,0.03,0.69,0.43,0.8,1.46,-0.06,0.83,-0.72,-0.56,0.37,2.07,2.48,5.22,-0.48
195508,-1.34,0.4,-1.15,0.64,1.99,-0.95,-0.07,0.17,0.02,0.64,0.11,0.9,0.04,1.22,2.42,0.21,-0.38,2.51,0.24,2.31,-1.12,0.39,1.81,-1.39,2.36
195509,0.11,0.7,-0.27,0.63,1.76,-0.63,-0.58,-1.91,-1.41,-0.33,-0.28,-1.74,-0.56,-1.09,-0.52,-1.44,-1.25,-2.73,-0.9,-2.56,-3.32,-0.53,-1.79,-0.7,3.06
195510,-1.35,-2.72,-0.12,-2.05,-1.83,-2.5,-0.75,-0.14,-0.76,-1.94,-2.8,-1.52,-0.49,-1.02,-0.09,-1.18,-1.28,-2.64,-2.31,-2.06,-1.37,-2.01,-2.21,-2.87,-4.08
195511,2.69,1.46,3.47,4.08,6.37,6.64,4.21,3.99,5.34,7.31,6.1,3.66,6.53,5.5,7.04,4.53,5.66,5.82,7,9.6,6.84,3.49,8.15,8.84,8.58
195512,2.65,3.32,2.73,2.59,2.8,2.37,3.23,0.76,1.53,1.5,2.51,2.32,2.65,2.99,2.03,2.59,1.2,1.73,1.32,2.75,2.3,1.77,1.64,2.85,-0.91
195601,0.91,0.1,-0.62,-1.83,-2.3,-0.94,-2.23,-2.11,-2.2,-1.81,-4.06,-1.11,-1.57,-2.85,-3.68,-4.23,-1.19,-2.74,-3.72,-4.15,-1.77,0.66,-1.53,-3.33,-4.61
195602,2.08,4.22,2.61,3.04,4.42,3.02,2.33,3.02,2.43,3.55,3.08,2.45,3.56,1.91,5.15,4.03,2.33,2.54,3.38,6.5,2.3,2.66,3.31,5.17,4.4
195603,2.33,4.99,4.92,1.27,5.24,2.01,4.45,3.62,5.93,7.92,2.66,4.1,6.27,5.35,6.26,3.42,4.21,3.79,7.08,8.87,6.12,4.69,5.88,8.45,7.94
195604,-0.25,-0.94,-0.92,0.25,3.4,0.24,-1.59,2.02,0.93,1.3,-2.76,0.12,-1.61,1.61,2.15,-1.99,-0.72,-0.19,1.09,4.24,-1.57,-0.01,-0.92,-0.32,1.58
195605,-5.29,-3.43,-3.65,-5.28,-2.91,-4.43,-3.93,-4.1,-5.51,-5.15,-4.55,-3.42,-2.63,-3.56,-3.57,-3.24,-2.42,-1.8,-4.56,-5.3,-4.19,-1.92,-4.23,-5.8,-6.2
195606,-0.22,0.34,2.2,1.18,1.62,0.51,0.55,0.53,3.01,2.42,0.3,2,2.93,3.27,4.54,1.92,1.68,1.32,3.61,5.81,2,2.16,1.91,4.93,4.92
195607,0.41,1.51,5.96,3.48,3.06,3.59,2.38,2.85,2.53,6.53,1.9,3.5,3.66,4.88,5.16,4.58,3.06,3.92,4.95,6.09,2.6,3.94,5.41,4.93,6.46
195608,0.05,-2.08,0.74,-1.87,-4.11,-3.05,-0.77,-1.72,0.82,-1.86,-1.31,-0.82,0.03,-2.09,-2.49,-1.99,-3.29,-0.98,-3.71,-2.59,-1.46,-2.89,-1.09,-4.44,-4.55
195609,-3.97,-2.39,-1.61,-1.64,-3.41,-3.4,-2.37,-2.14,-2.9,-0.85,-3.08,-3.36,-3.62,-1.76,-4.24,-1.88,-3.43,-3.52,-4.67,-5.23,-5.23,-5.03,-2.63,-6.4,-6.83
195610,-1.01,-0.12,1.31,0.37,3.92,-2.4,-0.48,1.01,1.66,3.41,-0.59,0.55,1.04,0.88,2.15,-1.09,-0.46,0.32,1.03,2.89,1.4,0.67,-0.33,1.57,1.26
195611,-1.54,-0.58,-0.26,0.92,2.84,-1.7,0.32,0.45,2.78,0.45,1.89,-0.67,0.53,2.41,2.71,-0.56,-0.81,0.59,0.13,2.49,-4.1,0.42,-0.79,2.03,2.14
195612,0.11,-0.52,0.12,3.48,1.68,1.26,0.91,1.28,3.17,6.21,0.83,0.94,2.15,3.87,6.52,-0.52,2.16,2.29,2.78,5.64,3.36,2.7,2.81,3.89,4.98
195701,4.65,2.19,4.29,2.82,1.33,4.55,1.93,1.62,-2.11,-0.1,2,2.04,-0.07,-0.37,-3.03,1.06,-0.5,-1.4,-1.25,-2.66,-4.11,-2.28,-3.18,-3.31,-6.8
